대학,학년도,전형구분,전형,모집단위,모집,경쟁률,충원,50%cut,70%cut,canon2026
연세대,2023,학생부교과,추천형,국어국문학과,9,4.44 : 1,10,96.9,96.9,
연세대,2023,학생부교과,추천형,노어노문학과,6,7.17 : 1,2,96.31,94.14,
연세대,2023,학생부교과,추천형,독어독문학과,6,8.67 : 1,5,96.51,96.23,
연세대,2023,학생부교과,추천형,문헌정보학과,6,5.83 : 1,1,97.4,97.2,
연세대,2023,학생부교과,추천형,문화인류학과,4,11.50 : 1,2,97.66,97.66,
연세대,2023,학생부교과,추천형,불어불문학과,6,6.67 : 1,3,96,95.37,
연세대,2023,학생부교과,추천형,사학과,9,7.67 : 1,5,96.84,96.71,
연세대,2023,학생부교과,추천형,사회복지학과,5,4.00 : 1,1,97.88,97.28,
연세대,2023,학생부교과,추천형,사회학과,7,3.57 : 1,4,97.37,97.35,
연세대,2023,학생부교과,추천형,사회환경시스템공학부,14,7.93 : 1,4,96.4,96.1,
연세대,2023,학생부교과,추천형,심리학과,7,4.00 : 1,9,97.66,97.15,
연세대,2023,학생부교과,추천형,아동·가족학과,4,5.00 : 1,2,96.82,96.82,
연세대,2023,학생부교과,추천형,언론홍보영상학부,8,4.25 : 1,6,97.63,97.31,
연세대,2023,학생부교과,추천형,영어영문학과,14,5.57 : 1,7,96.87,96.44,
연세대,2023,학생부교과,추천형,응용통계학과,11,3.55 : 1,10,97.33,96.74,
연세대,2023,학생부교과,추천형,의류환경학과,4,3.75 : 1,2,96.81,96.81,
연세대,2023,학생부교과,추천형,정치외교학과,15,3.67 : 1,6,97.88,97.46,
연세대,2023,학생부교과,추천형,중어중문학과,6,5.67 : 1,3,96.85,94.72,
연세대,2023,학생부교과,추천형,철학과,7,5.86 : 1,7,96.51,96.26,
연세대,2023,학생부교과,추천형,행정학과,15,4.07 : 1,13,97.63,97.3,
연세대,2023,학생부종합,국제형(국내고),아시아학전공,20,9.20 : 1,3,2.88,3.17,
연세대,2023,학생부종합,국제형(국내고),융합인문사회과학부 (HASS),107,8.72 : 1,29,2.54,2.94,
연세대,2023,학생부종합,기회균형Ⅰ,경영학과,8,7.75 : 1,10,1.67,1.75,
연세대,2023,학생부종합,기회균형Ⅰ,경제학부,5,5.60 : 1,4,1.25,1.5,
연세대,2023,학생부종합,기회균형Ⅰ,교육학부,2,7.00 : 1,3,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,국어국문학과,1,12.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,노어노문학과,1,9.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,독어독문학과,1,6.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,문헌정보학과,1,8.00 : 1,1,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,불어불문학과,1,5.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,사학과,1,6.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,사회복지학과,1,10.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,사회학과,1,7.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,사회환경시스템공학부,2,6.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,심리학과,1,8.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,아동·가족학과,1,6.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,언론홍보영상학부,1,8.00 : 1,1,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,영어영문학과,2,7.50 : 1,4,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,응용통계학과,2,5.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,정치외교학과,2,12.00 : 1,1,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,중어중문학과,1,7.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,철학과,1,6.00 : 1,1,-,-,
연세대,2023,학생부종합,기회균형Ⅰ,행정학과,2,7.00 : 1,2,-,-,
연세대,2023,학생부종합,기회균형Ⅱ,경영학과,4,7.75 : 1,-,1.43,1.43,
연세대,2023,학생부종합,기회균형Ⅱ,경제학부,2,6.50 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅱ,사회환경시스템공학부,2,5.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅱ,영어영문학과,2,7.00 : 1,1,-,-,
연세대,2023,학생부종합,기회균형Ⅱ,정치외교학과,2,9.00 : 1,-,-,-,
연세대,2023,학생부종합,기회균형Ⅱ,행정학과,2,7.00 : 1,-,-,-,
연세대,2023,학생부종합,활동우수형,경영학과,44,9.34 : 1,52,1.64,1.94,
연세대,2023,학생부종합,활동우수형,경제학부,28,7.86 : 1,24,1.4,1.89,
연세대,2023,학생부종합,활동우수형,교육학부,9,10.11 : 1,7,1.52,1.58,
연세대,2023,학생부종합,활동우수형,국어국문학과,7,9.00 : 1,2,1.66,1.81,
연세대,2023,학생부종합,활동우수형,노어노문학과,5,7.60 : 1,5,2.46,2.66,
연세대,2023,학생부종합,활동우수형,독어독문학과,5,9.00 : 1,3,-,-,
연세대,2023,학생부종합,활동우수형,문헌정보학과,5,7.00 : 1,1,1.65,2.22,
연세대,2023,학생부종합,활동우수형,문화인류학과,2,12.50 : 1,1,-,-,
연세대,2023,학생부종합,활동우수형,불어불문학과,5,8.60 : 1,5,2.34,2.34,
연세대,2023,학생부종합,활동우수형,사학과,7,10.57 : 1,8,2.79,3,
연세대,2023,학생부종합,활동우수형,사회복지학과,4,7.00 : 1,4,-,-,
연세대,2023,학생부종합,활동우수형,사회학과,6,14.00 : 1,5,-,-,
연세대,2023,학생부종합,활동우수형,사회환경시스템공학부,11,8.55 : 1,10,2.05,2.66,
연세대,2023,학생부종합,활동우수형,심리학과,6,11.17 : 1,6,2.2,2.2,
연세대,2023,학생부종합,활동우수형,아동·가족학과,11,5.64 : 1,10,1.79,1.84,
연세대,2023,학생부종합,활동우수형,언론홍보영상학부,7,10.29 : 1,7,1.49,1.49,
연세대,2023,학생부종합,활동우수형,영어영문학과,12,6.83 : 1,8,1.72,1.81,
연세대,2023,학생부종합,활동우수형,응용통계학과,9,10.67 : 1,5,2.24,2.89,
연세대,2023,학생부종합,활동우수형,의류환경학과,12,6.67 : 1,9,1.91,1.99,
연세대,2023,학생부종합,활동우수형,정치외교학과,13,12.69 : 1,13,1.21,1.46,
연세대,2023,학생부종합,활동우수형,중어중문학과,5,7.00 : 1,1,2.06,2.15,
연세대,2023,학생부종합,활동우수형,철학과,6,11.00 : 1,6,3.3,3.38,
연세대,2023,학생부종합,활동우수형,행정학과,13,8.77 : 1,17,2.08,2.34,
연세대,2024,학생부교과,추천형,경영학과,47,4.30:1,29,97.41,97.01,
연세대,2024,학생부교과,추천형,경제학부,30,3.90:1,24,97.43,97.18,
연세대,2024,학생부교과,추천형,교육학부,10,5.00:1,9,97.4,97.05,
연세대,2024,학생부교과,추천형,국어국문학과,8,4.38:1,3,97.36,96.65,
연세대,2024,학생부교과,추천형,노어노문학과,5,9.80:1,2,96.19,96.19,
연세대,2024,학생부교과,추천형,독어독문학과,5,8.20:1,1,97.12,97.06,
연세대,2024,학생부교과,추천형,문헌정보학과,5,4.80:1,1,96.39,96.27,
연세대,2024,학생부교과,추천형,문화인류학과,4,11.00:1,3,-,-,
연세대,2024,학생부교과,추천형,불어불문학과,6,11.17:1,1,97.2,96.22,
연세대,2024,학생부교과,추천형,사학과,8,6.25:1,10,96.68,96.66,
연세대,2024,학생부교과,추천형,사회복지학과,5,4.20:1,0,96.16,92.59,
연세대,2024,학생부교과,추천형,사회학과,7,5.00:1,3,97.66,97.6,
연세대,2024,학생부교과,추천형,사회환경시스템공학부,12,10.17:1,5,96.65,96.28,
연세대,2024,학생부교과,추천형,심리학과,7,4.43:1,8,96.71,96.65,
연세대,2024,학생부교과,추천형,아동·가족학과,4,9.00:1,4,97.29,97.29,
연세대,2024,학생부교과,추천형,언론홍보영상학부,7,4.43:1,4,97.45,97.45,
연세대,2024,학생부교과,추천형,영어영문학과,13,5.38:1,14,97.23,96.61,
연세대,2024,학생부교과,추천형,응용통계학과,10,5.10:1,2,97,96.26,
연세대,2024,학생부교과,추천형,의류환경학과,4,6.00:1,0,96.99,96.99,
연세대,2024,학생부교과,추천형,정치외교학과,14,4.21:1,14,97.6,97.55,
연세대,2024,학생부교과,추천형,중어중문학과,6,8.33:1,5,96.75,96.74,
연세대,2024,학생부교과,추천형,철학과,6,7.17:1,2,97.22,96.91,
연세대,2024,학생부교과,추천형,행정학과,13,5.38:1,10,97.1,96.68,
연세대,2024,학생부종합,고른기회(특수교육대상자),국어국문학과,8,9.75:1,0,-,-,
연세대,2024,학생부종합,국제형(국내고),아시아학전공,20,10.60:1,0,2.97,3.23,
연세대,2024,학생부종합,국제형(국내고),융합인문사회과학부(HASS),107,11.95:1,0,1.93,2.43,
연세대,2024,학생부종합,기회균형Ⅰ,경영학과,18,6.78:1,19,1.47,1.55,
연세대,2024,학생부종합,기회균형Ⅰ,경제학부,11,5.64:1,9,1.7,2.02,
연세대,2024,학생부종합,기회균형Ⅰ,교육학부,4,12.50:1,2,1.2,1.2,
연세대,2024,학생부종합,기회균형Ⅰ,국어국문학과,3,7.00:1,6,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,노어노문학과,2,7.00:1,0,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,독어독문학과,2,5.50:1,2,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,문헌정보학과,2,7.50:1,1,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,문화인류학과,1,12.00:1,1,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,불어불문학과,2,10.00:1,3,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,사학과,3,8.67:1,2,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,사회복지학과,2,6.50:1,1,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,사회학과,3,7.67:1,1,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,사회환경시스템공학부,5,7.00:1,2,2.01,2.19,
연세대,2024,학생부종합,기회균형Ⅰ,심리학과,3,7.00:1,2,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,아동·가족학과,2,8.50:1,1,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,언론홍보영상학부,3,9.67:1,2,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,영어영문학과,5,6.40:1,2,1.83,1.85,
연세대,2024,학생부종합,기회균형Ⅰ,응용통계학과,4,5.75:1,0,1.88,1.88,
연세대,2024,학생부종합,기회균형Ⅰ,의류환경학과,2,8.50:1,1,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,정치외교학과,6,6.50:1,9,1.39,1.39,
연세대,2024,학생부종합,기회균형Ⅰ,중어중문학과,2,7.50:1,0,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,철학과,2,11.50:1,0,-,-,
연세대,2024,학생부종합,기회균형Ⅰ,행정학과,6,6.00:1,1,1.39,1.88,
연세대,2024,학생부종합,기회균형Ⅱ,경영학과,4,10.50:1,0,1.74,1.74,
연세대,2024,학생부종합,기회균형Ⅱ,경제학부,2,10.00:1,0,-,-,
연세대,2024,학생부종합,기회균형Ⅱ,사회환경시스템공학부,2,9.50:1,0,-,-,
연세대,2024,학생부종합,기회균형Ⅱ,영어영문학과,2,10.50:1,1,-,-,
연세대,2024,학생부종합,기회균형Ⅱ,정치외교학과,2,12.50:1,0,-,-,
연세대,2024,학생부종합,기회균형Ⅱ,행정학과,2,10.50:1,3,-,-,
연세대,2024,학생부종합,활동우수형,경영학과,49,8.29:1,48,1.79,1.92,
연세대,2024,학생부종합,활동우수형,경제학부,32,7.47:1,33,1.73,2.15,
연세대,2024,학생부종합,활동우수형,교육학부,9,11.22:1,9,1.5,1.67,
연세대,2024,학생부종합,활동우수형,국어국문학과,8,8.50:1,7,2.8,2.83,
연세대,2024,학생부종합,활동우수형,노어노문학과,5,9.60:1,6,1.86,1.86,
연세대,2024,학생부종합,활동우수형,독어독문학과,5,9.20:1,3,-,-,
연세대,2024,학생부종합,활동우수형,문헌정보학과,5,10.60:1,3,1.65,1.78,
연세대,2024,학생부종합,활동우수형,문화인류학과,3,11.67:1,3,-,-,
연세대,2024,학생부종합,활동우수형,불어불문학과,6,9.00:1,5,2.64,2.64,
연세대,2024,학생부종합,활동우수형,사학과,8,14.88:1,12,2.64,3.22,
연세대,2024,학생부종합,활동우수형,사회복지학과,5,11.40:1,2,-,-,
연세대,2024,학생부종합,활동우수형,사회학과,7,11.57:1,6,1.58,1.75,
연세대,2024,학생부종합,활동우수형,사회환경시스템공학부,13,14.54:1,6,1.93,1.99,
연세대,2024,학생부종합,활동우수형,심리학과,6,14.50:1,8,1.66,1.66,
연세대,2024,학생부종합,활동우수형,아동·가족학과,11,9.00:1,8,2.1,2.71,
연세대,2024,학생부종합,활동우수형,언론홍보영상학부,8,8.13:1,5,1.6,1.62,
연세대,2024,학생부종합,활동우수형,영어영문학과,12,8.42:1,13,1.56,1.78,
연세대,2024,학생부종합,활동우수형,응용통계학과,10,18.40:1,7,2.06,2.65,
연세대,2024,학생부종합,활동우수형,의류환경학과,10,9.40:1,5,1.87,2,
연세대,2024,학생부종합,활동우수형,정치외교학과,15,9.13:1,11,1.66,1.9,
연세대,2024,학생부종합,활동우수형,중어중문학과,5,9.80:1,3,1.91,2.2,
연세대,2024,학생부종합,활동우수형,철학과,6,26.67:1,13,1.77,2.16,
연세대,2024,학생부종합,활동우수형,행정학과,14,13.57:1,14,1.67,1.67,
연세대,2025,학생부교과,추천형,경영학과,45,5.53 : 1,68,97.81,97.64,
연세대,2025,학생부교과,추천형,경제학부,29,5.34 : 1,32,97.13,96.81,
연세대,2025,학생부교과,추천형,교육학부,9,5.56 : 1,18,95.87,94.6,
연세대,2025,학생부교과,추천형,국어국문학과,8,5.25 : 1,13,97,96.84,
연세대,2025,학생부교과,추천형,노어노문학과,5,8.40 : 1,1,96.6,96.6,
연세대,2025,학생부교과,추천형,독어독문학과,5,7.20 : 1,4,96.66,96.53,
연세대,2025,학생부교과,추천형,문헌정보학과,5,7.00 : 1,8,96.51,96.17,
연세대,2025,학생부교과,추천형,문화인류학과,4,9.00 : 1,3,96.1,96.1,
연세대,2025,학생부교과,추천형,불어불문학과,6,8.83 : 1,7,96.58,96.26,
연세대,2025,학생부교과,추천형,사학과,8,6.13 : 1,11,97.11,96.84,
연세대,2025,학생부교과,추천형,사회복지학과,5,7.00 : 1,5,96.78,96.78,
연세대,2025,학생부교과,추천형,사회학과,6,8.67 : 1,12,96.08,95.54,
연세대,2025,학생부교과,추천형,사회환경시스템공학부,13,11.77 : 1,11,97.08,97.03,
연세대,2025,학생부교과,추천형,심리학과,6,6.33 : 1,5,97.12,96.92,
연세대,2025,학생부교과,추천형,아동·가족학과,5,14.80 : 1,5,97,97,
연세대,2025,학생부교과,추천형,언론홍보영상학부,7,5.14 : 1,9,98.04,98.03,
연세대,2025,학생부교과,추천형,영어영문학과,13,6.00 : 1,13,97.37,97,
연세대,2025,학생부교과,추천형,응용통계학과,7,8.86 : 1,12,97.84,97.35,
연세대,2025,학생부교과,추천형,의류환경학과,5,10.20 : 1,2,96.21,96.21,
연세대,2025,학생부교과,추천형,정치외교학과,14,4.36 : 1,23,97.77,97.5,
연세대,2025,학생부교과,추천형,중어중문학과,5,7.20 : 1,3,96.97,96.97,
연세대,2025,학생부교과,추천형,철학과,6,6.00 : 1,7,97.08,96.98,
연세대,2025,학생부교과,추천형,행정학과,14,5.00 : 1,15,97.69,97.51,
연세대,2025,학생부종합,국제형(국내고),아시아학전공,20,11.80 : 1,20,2.92,3.11,
연세대,2025,학생부종합,국제형(국내고),융합인문사회과학부,100,10.50 : 1,139,1.72,1.8,
연세대,2025,학생부종합,기회균형,경영학과,18,6.22 : 1,12,1.59,1.68,
연세대,2025,학생부종합,기회균형,경제학부,11,5.73 : 1,11,1.74,1.78,
연세대,2025,학생부종합,기회균형,사회환경시스템공학부,5,7.60 : 1,1,1.51,1.82,
연세대,2025,학생부종합,기회균형,영어영문학과,5,7.60 : 1,5,1.67,1.68,
연세대,2025,학생부종합,기회균형,응용통계학과,4,7.75 : 1,2,1.94,1.94,
연세대,2025,학생부종합,기회균형,정치외교학과,6,6.83 : 1,9,1.24,1.39,
연세대,2025,학생부종합,기회균형,행정학과,6,7.50 : 1,3,1.47,1.62,
연세대,2025,학생부종합,활동우수형,경영학과,47,7.87 : 1,58,1.73,1.91,
연세대,2025,학생부종합,활동우수형,경제학부,33,7.06 : 1,30,1.75,2.02,
연세대,2025,학생부종합,활동우수형,교육학부,12,8.42 : 1,6,1.64,1.78,
연세대,2025,학생부종합,활동우수형,국어국문학과,11,9.91 : 1,10,2.57,2.81,
연세대,2025,학생부종합,활동우수형,노어노문학과,6,6.17 : 1,4,1.73,1.91,
연세대,2025,학생부종합,활동우수형,문헌정보학과,6,7.83 : 1,7,1.84,2.98,
연세대,2025,학생부종합,활동우수형,문화인류학과,4,12.50 : 1,3,1.69,1.69,
연세대,2025,학생부종합,활동우수형,불어불문학과,7,6.00 : 1,13,2.73,2.8,
연세대,2025,학생부종합,활동우수형,사학과,9,13.33 : 1,9,2.28,2.36,
연세대,2025,학생부종합,활동우수형,사회복지학과,7,11.86 : 1,6,1.78,1.94,
연세대,2025,학생부종합,활동우수형,사회학과,8,9.50 : 1,13,1.67,1.73,
연세대,2025,학생부종합,활동우수형,사회환경시스템공학부,14,13.21 : 1,12,2.1,2.34,
연세대,2025,학생부종합,활동우수형,심리학과,8,8.38 : 1,7,1.56,1.68,
연세대,2025,학생부종합,활동우수형,아동·가족학과,10,9.20 : 1,14,1.65,1.8,
연세대,2025,학생부종합,활동우수형,언론홍보영상학부,8,9.25 : 1,6,1.99,1.99,
연세대,2025,학생부종합,활동우수형,영어영문학과,16,6.25 : 1,17,1.73,1.87,
연세대,2025,학생부종합,활동우수형,응용통계학과,11,17.73 : 1,6,2,2.03,
연세대,2025,학생부종합,활동우수형,의류환경학과,10,10.10 : 1,5,1.84,1.99,
연세대,2025,학생부종합,활동우수형,정치외교학과,16,8.13 : 1,18,1.63,1.88,
연세대,2025,학생부종합,활동우수형,중어중문학과,7,6.29 : 1,4,2.28,2.41,
연세대,2025,학생부종합,활동우수형,철학과,7,13.86 : 1,7,2.01,2.25,
연세대,2025,학생부종합,활동우수형,행정학과,16,8.63 : 1,19,1.7,2.05,
연세대,2026,학생부교과,수시상세,경영학과,34,4.21,56,1.24,1.28,교과 · 추천형
연세대,2026,학생부교과,수시상세,경제학부,24,5.54,18,1.24,1.26,교과 · 추천형
연세대,2026,학생부교과,수시상세,교육학부,9,9.56,20,1.61,1.62,교과 · 추천형
연세대,2026,학생부교과,수시상세,국어국문학과,7,4.71,9,1.27,1.35,교과 · 추천형
연세대,2026,학생부교과,수시상세,노어노문학과,5,8,7,1.52,1.56,교과 · 추천형
연세대,2026,학생부교과,수시상세,독어독문학과,5,5.4,13,1.47,1.52,교과 · 추천형
연세대,2026,학생부교과,수시상세,문헌정보학과,5,8.6,4,1.33,1.46,교과 · 추천형
연세대,2026,학생부교과,수시상세,문화인류학과,4,9,0,1.27,1.27,교과 · 추천형
연세대,2026,학생부교과,수시상세,불어불문학과,6,6,4,1.46,1.49,교과 · 추천형
연세대,2026,학생부교과,수시상세,사학과,7,6,5,1.38,1.43,교과 · 추천형
연세대,2026,학생부교과,수시상세,사회복지학과,5,9.8,9,1.55,1.55,교과 · 추천형
연세대,2026,학생부교과,수시상세,사회학과,6,8.67,7,1.21,1.26,교과 · 추천형
연세대,2026,학생부교과,수시상세,사회환경시스템공학부,13,6.69,18,1.38,1.38,교과 · 추천형
연세대,2026,학생부교과,수시상세,심리학과,5,5,4,1.35,1.35,교과 · 추천형
연세대,2026,학생부교과,수시상세,아동 가족학과,5,9,4,1.45,1.45,교과 · 추천형
연세대,2026,학생부교과,수시상세,언론홍보영상학부,6,11.33,3,1.38,1.5,교과 · 추천형
연세대,2026,학생부교과,수시상세,영어영문학과,12,5.5,12,1.32,1.35,교과 · 추천형
연세대,2026,학생부교과,수시상세,응용통계학과,7,5.86,12,1.28,1.31,교과 · 추천형
연세대,2026,학생부교과,수시상세,의류환경학과,5,7.2,4,1.18,1.24,교과 · 추천형
연세대,2026,학생부교과,수시상세,정치외교학과,13,3.69,20,1.15,1.2,교과 · 추천형
연세대,2026,학생부교과,수시상세,중어중문학과,5,6.8,3,1.48,1.48,교과 · 추천형
연세대,2026,학생부교과,수시상세,진리 자유학부(인문),19,5.79,19,1.27,1.3,
연세대,2026,학생부교과,수시상세,철학과,6,4.33,7,1.38,1.4,교과 · 추천형
연세대,2026,학생부교과,수시상세,행정학과,12,7.58,18,1.38,1.44,교과 · 추천형
연세대,2026,학생부종합,수시상세,경영학과,15,5.8,6,1.51,1.59,종합 · 기회균형
연세대,2026,학생부종합,수시상세,경영학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,경영학과,38,8.13,48,1.62,1.78,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,경제학부,11,5.09,3,1.46,1.57,종합 · 기회균형
연세대,2026,학생부종합,수시상세,경제학부,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,경제학부,32,7.5,35,1.8,2.15,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,교육학부,4,7.5,2,1.2,1.2,종합 · 기회균형
연세대,2026,학생부종합,수시상세,교육학부,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,교육학부,12,8.33,12,1.86,2.76,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,국어국문학과,3,7.33,2,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,국어국문학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,국어국문학과,10,12.3,10,2.01,2.24,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,글로벌인재학부,10,9.9,0,,,
연세대,2026,학생부종합,수시상세,노어노문학과,2,6.5,0,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,노어노문학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,노어노문학과,6,7.67,3,3.06,3.31,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,독어독문학과,2,7.5,1,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,독어독문학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,독어독문학과,6,7.17,11,2.29,2.29,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,문헌정보학과,2,7,0,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,문헌정보학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,문헌정보학과,6,12.17,5,2.56,2.71,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,문화인류학과,1,10,1,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,문화인류학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,문화인류학과,4,8.75,7,2.27,2.27,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,불어불문학과,2,8.5,1,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,불어불문학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,불어불문학과,7,8.14,12,2.59,2.72,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,사학과,3,7.33,4,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,사학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,사학과,9,10.89,10,1.84,2.04,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,사회복지학과,2,6.5,1,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,사회복지학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,사회복지학과,7,8.14,2,1.76,1.86,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,사회학과,3,9.33,4,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,사회학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,사회학과,8,9.25,13,1.76,1.92,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,사회환경시스템공학부,5,8.4,2,2.01,2.24,종합 · 기회균형
연세대,2026,학생부종합,수시상세,사회환경시스템공학부,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,사회환경시스템공학부,14,16.36,9,1.69,1.78,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,심리학과,3,7,1,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,심리학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,심리학과,8,8,5,1.56,1.56,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,아동 가족학과,2,7,1,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,아동 가족학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,아동 가족학과,10,9.2,12,1.88,2.01,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,아시아학전공,20,13.9,24,2.32,2.76,종합 · 국제형
연세대,2026,학생부종합,수시상세,언더우드 생명과학공학전공,5,6,3,,,
연세대,2026,학생부종합,수시상세,언더우드학부,30,5.13,4,,,
연세대,2026,학생부종합,수시상세,언론홍보영상학부,3,9.33,2,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,언론홍보영상학부,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,언론홍보영상학부,8,8,9,1.66,1.73,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,영어영문학과,5,6.8,2,1.64,2.01,종합 · 기회균형
연세대,2026,학생부종합,수시상세,영어영문학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,영어영문학과,15,6.13,20,1.98,2.14,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,융합인문사회과학부,100,11.33,179,1.67,1.79,종합 · 국제형
연세대,2026,학생부종합,수시상세,융합인문사회과학부,30,5.07,1,,,
연세대,2026,학생부종합,수시상세,응용통계학과,4,6.5,2,1.43,1.43,종합 · 기회균형
연세대,2026,학생부종합,수시상세,응용통계학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,응용통계학과,11,13.09,7,1.74,2.03,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,의류환경학과,2,8.5,2,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,의류환경학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,의류환경학과,10,9.6,5,1.82,1.87,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,정치외교학과,6,6,6,1.57,1.58,종합 · 기회균형
연세대,2026,학생부종합,수시상세,정치외교학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,정치외교학과,16,8.81,21,1.7,2.04,종합 · 활동우수형
연세대,2026,학생부종합,수시상세,중어중문학과,2,7,0,,,종합 · 기회균형
연세대,2026,학생부종합,수시상세,중어중문학과,0,0,미제출 사유 : 대상인원 소수로 미제공,,,
연세대,2026,학생부종합,수시상세,중어중문학과,7,6.57,6,2.97,3.0,종합 · 활동우수형
