대학,학년도,전형구분,전형,모집단위,모집,경쟁률,충원,50%cut,70%cut,canon2026
서울대,2021,학생부종합,기회균형선발특별전형Ⅰ(농어촌),경영대학,3,3.67,0,1.2X,1.5X,
서울대,2021,학생부종합,기회균형선발특별전형Ⅰ(농어촌),인문계열,6,5.33,0,1.3X,1.4X,
서울대,2021,학생부종합,기회균형선발특별전형Ⅰ(저소득),인문계열,7,5.14,0,1.9X,2.9X,
서울대,2021,학생부종합,일반전형,경영대학,50,5.52,0,2.0X,2.2X,
서울대,2021,학생부종합,일반전형,경제학부,64,3.73,0,1.8X,2.1X,
서울대,2021,학생부종합,일반전형,고고미술사학과,10,5.10,0,2.9X,3.1X,
서울대,2021,학생부종합,일반전형,교육학과,12,9.58,1,1.3X,1.4X,
서울대,2021,학생부종합,일반전형,국사학과,12,5.17,0,2.2X,2.9X,
서울대,2021,학생부종합,일반전형,국어교육과,10,5.60,0,1.3X,1.7X,
서울대,2021,학생부종합,일반전형,국어국문학과,15,4.93,0,2.3X,2.4X,
서울대,2021,학생부종합,일반전형,노어노문학과,10,5.10,0,2.6X,2.7X,
서울대,2021,학생부종합,일반전형,농경제사회학부,19,8.16,0,1.8X,2.2X,
서울대,2021,학생부종합,일반전형,독어교육과,10,4.20,0,2.1X,2.9X,
서울대,2021,학생부종합,일반전형,독어독문학과,10,4.60,0,2.2X,2.5X,
서울대,2021,학생부종합,일반전형,동양사학과,10,5.50,0,1.8X,1.9X,
서울대,2021,학생부종합,일반전형,물리교육과,7,4.43,1,1.5X,2.1X,
서울대,2021,학생부종합,일반전형,미학과,10,8.00,0,2.2X,2.8X,
서울대,2021,학생부종합,일반전형,불어교육과,10,4.40,0,2.4X,2.8X,
서울대,2021,학생부종합,일반전형,불어불문학과,10,5.10,0,2.4X,2.7X,
서울대,2021,학생부종합,일반전형,사회교육과,6,8.33,0,1.6X,1.9X,
서울대,2021,학생부종합,일반전형,사회학과,10,14.80,0,2.0X,2.1X,
서울대,2021,학생부종합,일반전형,생물교육과,7,6.86,1,1.5X,1.6X,
서울대,2021,학생부종합,일반전형,서양사학과,10,5.20,0,2.7X,2.9X,
서울대,2021,학생부종합,일반전형,서어서문학과,10,5.60,0,2.0X,2.5X,
서울대,2021,학생부종합,일반전형,소비자아동학부 소비자학전공,7,11.71,0,2.4X,2.7X,
서울대,2021,학생부종합,일반전형,소비자아동학부 아동가족학전공,9,8.11,1,1.8X,2.1X,
서울대,2021,학생부종합,일반전형,수학교육과,12,7.33,3,1.6X,1.9X,
서울대,2021,학생부종합,일반전형,심리학과,8,11.00,1,1.5X,1.7X,
서울대,2021,학생부종합,일반전형,아시아언어문명학부,10,8.50,0,1.9X,2.5X,
서울대,2021,학생부종합,일반전형,언론정보학과,14,8.86,0,1.7X,2.3X,
서울대,2021,학생부종합,일반전형,언어학과,10,6.50,0,2.2X,2.6X,
서울대,2021,학생부종합,일반전형,역사교육과,6,7.50,0,1.3X,1.4X,
서울대,2021,학생부종합,일반전형,영어교육과,12,4.75,0,1.9X,2.2X,
서울대,2021,학생부종합,일반전형,영어영문학과,15,6.67,0,2.0X,2.2X,
서울대,2021,학생부종합,일반전형,윤리교육과,12,5.33,1,1.7X,1.8X,
서울대,2021,학생부종합,일반전형,의류학과,12,4.92,0,1.8X,2.3X,
서울대,2021,학생부종합,일반전형,자유전공학부,90,6.24,0,2.2X,2.5X,
서울대,2021,학생부종합,일반전형,정치외교학부,37,6.81,1,1.7X,2.0X,
서울대,2021,학생부종합,일반전형,종교학과,10,6.30,0,2.7X,3.0X,
서울대,2021,학생부종합,일반전형,중어중문학과,12,6.17,0,1.8X,2.0X,
서울대,2021,학생부종합,일반전형,지구과학교육과,7,5.43,0,1.9X,2.1X,
서울대,2021,학생부종합,일반전형,지리학과,9,6.56,0,2.3X,2.5X,
서울대,2021,학생부종합,일반전형,철학과,12,11.33,0,2.7X,2.9X,
서울대,2021,학생부종합,일반전형,체육교육과,10,13.80,0,2.5X,4.9X,
서울대,2021,학생부종합,일반전형,통계학과,17,4.82,1,2.4X,2.5X,
서울대,2021,학생부종합,일반전형,화학교육과,7,8.29,4,1.6X,1.8X,
서울대,2021,학생부종합,지역균형선발전형,경영대학,27,2.52,0,1.1X,1.2X,
서울대,2021,학생부종합,지역균형선발전형,경제학부,40,2.05,1,1.2X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,국어교육과,5,6.60,0,1.2X,1.2X,
서울대,2021,학생부종합,지역균형선발전형,농경제사회학부,11,4.45,1,1.2X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,독어교육과,5,3.00,0,1.3X,1.4X,
서울대,2021,학생부종합,지역균형선발전형,물리교육과,6,1.83,0,1.4X,1.6X,
서울대,2021,학생부종합,지역균형선발전형,불어교육과,5,3.00,1,1.4X,1.4X,
서울대,2021,학생부종합,지역균형선발전형,사회교육과,6,3.33,0,1.2X,1.2X,
서울대,2021,학생부종합,지역균형선발전형,사회복지학과,7,3.86,0,1.3X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,사회학과,7,8.14,0,1.1X,1.1X,
서울대,2021,학생부종합,지역균형선발전형,생물교육과,6,1.50,0,1.3X,1.5X,
서울대,2021,학생부종합,지역균형선발전형,소비자아동학부 소비자학전공,7,2.57,0,1.2X,1.2X,
서울대,2021,학생부종합,지역균형선발전형,소비자아동학부 아동가족학전공,7,2.86,5,1.4X,1.4X,
서울대,2021,학생부종합,지역균형선발전형,수학교육과,8,2.25,0,1.1X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,심리학과,7,3.14,0,1.2X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,언론정보학과,7,4.86,0,1.1X,1.1X,
서울대,2021,학생부종합,지역균형선발전형,역사교육과,6,3.50,0,1.1X,1.2X,
서울대,2021,학생부종합,지역균형선발전형,영어교육과,5,5.00,1,1.1X,1.2X,
서울대,2021,학생부종합,지역균형선발전형,윤리교육과,6,3.33,1,1.3X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,의류학과,10,1.60,0,1.4X,1.4X,
서울대,2021,학생부종합,지역균형선발전형,인문계열,56,3.50,6,1.2X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,자유전공학부,33,3.67,2,1.2X,1.3X,
서울대,2021,학생부종합,지역균형선발전형,정치외교학부,21,3.24,1,1.1X,1.2X,
서울대,2021,학생부종합,지역균형선발전형,지리교육과,6,4.67,0,1.1X,1.1X,
서울대,2021,학생부종합,지역균형선발전형,지리학과,7,2.14,0,1.3X,1.4X,
서울대,2021,학생부종합,지역균형선발전형,체육교육과,6,4.83,0,1.2X,1.4X,
서울대,2021,학생부종합,지역균형선발전형,통계학과,7,2.86,0,1.2X,1.2X,
서울대,2022,학생부종합,기회균형선발특별전형Ⅰ,인문계열(농어촌),4,3.25,0,1.55,1.71,
서울대,2022,학생부종합,기회균형선발특별전형Ⅰ,인문계열(저소득),4,7.25,0,1.87,3.12,
서울대,2022,학생부종합,일반전형,경영대학,50,5.56,0,1.76,2.15,
서울대,2022,학생부종합,일반전형,경제학부,64,4.02,0,1.78,2.19,
서울대,2022,학생부종합,일반전형,고고미술사학과,9,5.56,0,2.12,2.37,
서울대,2022,학생부종합,일반전형,교육학과,12,6.50,0,1.53,1.53,
서울대,2022,학생부종합,일반전형,국사학과,9,6.44,0,2.63,2.85,
서울대,2022,학생부종합,일반전형,국어교육과,10,6.20,0,1.48,1.77,
서울대,2022,학생부종합,일반전형,국어국문학과,9,9.33,0,2.20,2.56,
서울대,2022,학생부종합,일반전형,노어노문학과,9,6.78,0,2.35,2.48,
서울대,2022,학생부종합,일반전형,농경제사회학부,19,6.95,1,2.78,3.27,
서울대,2022,학생부종합,일반전형,독어교육과,10,3.80,0,2.31,2.44,
서울대,2022,학생부종합,일반전형,독어독문학과,9,6.11,0,2.19,2.51,
서울대,2022,학생부종합,일반전형,동양사학과,9,6.78,0,2.14,2.79,
서울대,2022,학생부종합,일반전형,물리교육과,7,7.00,2,1.95,2.84,
서울대,2022,학생부종합,일반전형,미학과,9,10.00,0,1.91,2.14,
서울대,2022,학생부종합,일반전형,불어교육과,10,4.00,0,2.62,3.05,
서울대,2022,학생부종합,일반전형,불어불문학과,9,5.11,0,2.40,2.95,
서울대,2022,학생부종합,일반전형,사회교육과,6,10.00,0,1.91,2.59,
서울대,2022,학생부종합,일반전형,사회복지학과,7,16.14,0,2.05,2.34,
서울대,2022,학생부종합,일반전형,사회학과,10,12.00,1,1.78,2.06,
서울대,2022,학생부종합,일반전형,생물교육과,7,4.57,0,1.84,2.45,
서울대,2022,학생부종합,일반전형,서양사학과,9,7.11,0,2.51,2.77,
서울대,2022,학생부종합,일반전형,서어서문학과,9,5.56,0,2.44,2.44,
서울대,2022,학생부종합,일반전형,소비자아동학부 소비자학전공,8,13.13,0,2.43,2.54,
서울대,2022,학생부종합,일반전형,소비자아동학부 아동가족학전공,10,7.50,0,2.29,2.74,
서울대,2022,학생부종합,일반전형,수학교육과,12,7.25,1,2.12,2.52,
서울대,2022,학생부종합,일반전형,심리학과,8,9.63,0,1.84,1.95,
서울대,2022,학생부종합,일반전형,아시아언어문명학부,9,8.44,0,2.21,2.32,
서울대,2022,학생부종합,일반전형,언론정보학과,14,9.00,2,1.65,1.93,
서울대,2022,학생부종합,일반전형,언어학과,9,8.67,0,1.87,2.28,
서울대,2022,학생부종합,일반전형,역사교육과,6,5.17,0,1.67,1.71,
서울대,2022,학생부종합,일반전형,영어교육과,12,5.42,1,1.94,1.99,
서울대,2022,학생부종합,일반전형,영어영문학과,9,8.89,1,2.61,2.78,
서울대,2022,학생부종합,일반전형,윤리교육과,10,6.40,0,2.44,2.77,
서울대,2022,학생부종합,일반전형,의류학과,12,6.50,1,2.70,3.08,
서울대,2022,학생부종합,일반전형,자유전공학부,61,8.48,8,1.99,2.22,
서울대,2022,학생부종합,일반전형,정치외교학부,26,8.81,0,1.92,2.17,
서울대,2022,학생부종합,일반전형,종교학과,9,8.67,0,1.65,1.81,
서울대,2022,학생부종합,일반전형,중어중문학과,9,7.33,0,1.82,2.00,
서울대,2022,학생부종합,일반전형,지구과학교육과,10,4.30,0,1.96,2.06,
서울대,2022,학생부종합,일반전형,지리교육과,6,6.00,0,2.75,2.95,
서울대,2022,학생부종합,일반전형,지리학과,9,6.56,0,1.95,1.96,
서울대,2022,학생부종합,일반전형,철학과,9,13.67,0,2.41,2.52,
서울대,2022,학생부종합,일반전형,체육교육과,10,12.40,0,1.68,2.04,
서울대,2022,학생부종합,일반전형,통계학과,16,6.44,0,2.24,2.26,
서울대,2022,학생부종합,일반전형,화학교육과,7,6.43,4,2.29,2.39,
서울대,2022,학생부종합,지역균형선발전형,경영대학,27,2.56,0,1.14,1.20,
서울대,2022,학생부종합,지역균형선발전형,경제학부,40,2.38,2,1.22,1.27,
서울대,2022,학생부종합,지역균형선발전형,국어교육과,5,4.40,0,1.34,1.47,
서울대,2022,학생부종합,지역균형선발전형,농경제사회학부,10,2.60,1,1.43,1.58,
서울대,2022,학생부종합,지역균형선발전형,독어교육과,5,1.40,0,1.59,1.60,
서울대,2022,학생부종합,지역균형선발전형,불어교육과,5,1.60,0,1.49,1.58,
서울대,2022,학생부종합,지역균형선발전형,사회교육과,6,7.50,2,1.16,1.16,
서울대,2022,학생부종합,지역균형선발전형,사회복지학과,7,4.14,0,1.31,1.33,
서울대,2022,학생부종합,지역균형선발전형,사회학과,7,5.14,0,1.19,1.29,
서울대,2022,학생부종합,지역균형선발전형,소비자아동학부 소비자학전공,6,6.83,0,1.41,1.62,
서울대,2022,학생부종합,지역균형선발전형,소비자아동학부 아동가족학전공,6,4.83,0,1.14,1.33,
서울대,2022,학생부종합,지역균형선발전형,수학교육과,5,5.80,1,1.22,1.33,
서울대,2022,학생부종합,지역균형선발전형,심리학과,7,2.57,0,1.26,1.27,
서울대,2022,학생부종합,지역균형선발전형,역사교육과,6,2.17,0,1.08,1.13,
서울대,2022,학생부종합,지역균형선발전형,영어교육과,5,5.80,1,1.10,1.11,
서울대,2022,학생부종합,지역균형선발전형,의류학과,10,1.70,0,1.46,1.54,
서울대,2022,학생부종합,지역균형선발전형,인문계열,55,2.82,1,1.25,1.29,
서울대,2022,학생부종합,지역균형선발전형,자유전공학부,25,6.48,6,1.21,1.30,
서울대,2022,학생부종합,지역균형선발전형,정치외교학부,23,3.04,1,1.18,1.24,
서울대,2022,학생부종합,지역균형선발전형,지리교육과,6,1.50,1,1.33,1.61,
서울대,2022,학생부종합,지역균형선발전형,지리학과,7,2.14,0,1.45,1.48,
서울대,2022,학생부종합,지역균형선발전형,통계학과,9,1.56,2,1.17,1.34,
서울대,2023,학생부종합,기회균형특별전형I,인문계열(농어촌),6,5.00,0,1.57,1.58,
서울대,2023,학생부종합,일반전형,경영대학,47,5.91,0,1.77,2.03,
서울대,2023,학생부종합,일반전형,경제학부,64,4.64,0,1.87,2.25,
서울대,2023,학생부종합,일반전형,고고미술사학과,9,7.00,0,2.35,2.96,
서울대,2023,학생부종합,일반전형,교육학과,12,9.83,1,1.41,1.42,
서울대,2023,학생부종합,일반전형,국어교육과,10,5.90,0,2.06,2.29,
서울대,2023,학생부종합,일반전형,국어국문학과,9,11.11,0,2.29,2.66,
서울대,2023,학생부종합,일반전형,노어노문학과,9,6.78,0,1.76,2.56,
서울대,2023,학생부종합,일반전형,농경제사회학부,14,12.00,2,2.38,2.45,
서울대,2023,학생부종합,일반전형,독어교육과,10,5.60,1,2.12,2.38,
서울대,2023,학생부종합,일반전형,독어독문학과,9,5.56,0,2.15,2.39,
서울대,2023,학생부종합,일반전형,물리교육과,7,6.57,0,2.52,2.67,
서울대,2023,학생부종합,일반전형,미학과,9,9.56,0,2.09,2.35,
서울대,2023,학생부종합,일반전형,불어교육과,10,6.20,0,2.35,2.89,
서울대,2023,학생부종합,일반전형,불어불문학과,9,6.67,0,1.93,2.71,
서울대,2023,학생부종합,일반전형,사회교육과,5,9.80,0,1.49,1.95,
서울대,2023,학생부종합,일반전형,사회복지학과,7,12.57,0,1.97,2.23,
서울대,2023,학생부종합,일반전형,사회학과,10,14.30,0,1.95,2.27,
서울대,2023,학생부종합,일반전형,생물교육과,7,8.86,1,2.63,3.90,
서울대,2023,학생부종합,일반전형,서어서문학과,9,6.56,0,2.22,2.59,
서울대,2023,학생부종합,일반전형,소비자아동학부 소비자학전공,7,15.86,0,2.52,2.58,
서울대,2023,학생부종합,일반전형,소비자아동학부 아동가족학전공,10,9.30,0,2.26,2.71,
서울대,2023,학생부종합,일반전형,수학교육과,11,7.45,1,1.84,1.93,
서울대,2023,학생부종합,일반전형,심리학과,8,10.25,0,2.21,2.36,
서울대,2023,학생부종합,일반전형,아시아언어문명학부,9,8.89,0,2.06,2.12,
서울대,2023,학생부종합,일반전형,언론정보학과,14,7.71,0,1.73,1.86,
서울대,2023,학생부종합,일반전형,언어학과,9,7.56,0,1.92,2.26,
서울대,2023,학생부종합,일반전형,역사교육과,6,7.50,0,1.62,3.00,
서울대,2023,학생부종합,일반전형,역사학부,9,12.89,0,2.38,2.73,
서울대,2023,학생부종합,일반전형,영어교육과,10,6.90,0,2.09,2.30,
서울대,2023,학생부종합,일반전형,영어영문학과,9,12.00,0,2.18,2.54,
서울대,2023,학생부종합,일반전형,윤리교육과,8,12.63,0,1.73,1.85,
서울대,2023,학생부종합,일반전형,의류학과,12,7.42,0,1.81,2.04,
서울대,2023,학생부종합,일반전형,자유전공학부,50,8.16,0,2.08,2.46,
서울대,2023,학생부종합,일반전형,정치외교학부,26,11.54,0,1.78,2.05,
서울대,2023,학생부종합,일반전형,종교학과,9,6.22,0,2.25,2.58,
서울대,2023,학생부종합,일반전형,중어중문학과,9,7.33,0,1.81,2.49,
서울대,2023,학생부종합,일반전형,지구과학교육과,10,5.50,1,2.22,2.94,
서울대,2023,학생부종합,일반전형,지리교육과,6,8.33,0,1.74,1.83,
서울대,2023,학생부종합,일반전형,지리학과,9,8.00,0,2.20,2.38,
서울대,2023,학생부종합,일반전형,철학과,9,15.33,0,2.31,2.86,
서울대,2023,학생부종합,일반전형,체육교육과,6,19.67,0,1.13,3.85,
서울대,2023,학생부종합,일반전형,통계학과,12,5.92,0,2.15,2.15,
서울대,2023,학생부종합,일반전형,화학교육과,7,7.29,1,2.94,2.95,
서울대,2023,학생부종합,지역균형선발전형,경영대학,30,3.07,2,1.15,1.21,
서울대,2023,학생부종합,지역균형선발전형,경제학부,20,3.25,0,1.12,1.17,
서울대,2023,학생부종합,지역균형선발전형,국어교육과,5,10.60,1,1.04,1.04,
서울대,2023,학생부종합,지역균형선발전형,농경제사회학부,13,5.92,0,1.40,1.43,
서울대,2023,학생부종합,지역균형선발전형,독어교육과,5,4.80,1,1.39,1.45,
서울대,2023,학생부종합,지역균형선발전형,물리교육과,4,1.75,0,1.17,1.17,
서울대,2023,학생부종합,지역균형선발전형,불어교육과,5,3.40,2,1.32,1.38,
서울대,2023,학생부종합,지역균형선발전형,사회교육과,5,3.80,2,1.15,1.18,
서울대,2023,학생부종합,지역균형선발전형,사회복지학과,7,4.43,2,1.20,1.29,
서울대,2023,학생부종합,지역균형선발전형,사회학과,7,6.00,1,1.19,1.27,
서울대,2023,학생부종합,지역균형선발전형,생물교육과,5,2.80,0,1.12,1.34,
서울대,2023,학생부종합,지역균형선발전형,소비자아동학부 소비자학전공,7,8.71,0,1.19,1.29,
서울대,2023,학생부종합,지역균형선발전형,소비자아동학부 아동가족학전공,6,4.33,2,1.10,1.25,
서울대,2023,학생부종합,지역균형선발전형,수학교육과,4,6.00,1,1.12,1.12,
서울대,2023,학생부종합,지역균형선발전형,심리학과,7,3.86,0,1.09,1.31,
서울대,2023,학생부종합,지역균형선발전형,역사교육과,6,3.83,0,1.10,1.31,
서울대,2023,학생부종합,지역균형선발전형,역사학부,9,3.11,0,1.41,1.49,
서울대,2023,학생부종합,지역균형선발전형,영어교육과,5,4.20,3,1.14,1.22,
서울대,2023,학생부종합,지역균형선발전형,의류학과,10,2.30,0,1.51,1.58,
서울대,2023,학생부종합,지역균형선발전형,인문계열,27,3.56,1,1.32,1.42,
서울대,2023,학생부종합,지역균형선발전형,자유전공학부,24,4.83,5,1.11,1.17,
서울대,2023,학생부종합,지역균형선발전형,정치외교학부,18,4.00,2,1.23,1.31,
서울대,2023,학생부종합,지역균형선발전형,지리교육과,6,3.83,0,1.33,1.33,
서울대,2023,학생부종합,지역균형선발전형,지리학과,7,3.43,0,1.20,1.24,
서울대,2023,학생부종합,지역균형선발전형,통계학과,7,2.29,0,1.21,1.31,
서울대,2023,학생부종합,지역균형선발전형,화학교육과,6,2.50,2,1.19,1.31,
서울대,2024,학생부종합,기회균형특별전형(사회통합),경영대학,7,11.00:1,0,1.46,2.71,
서울대,2024,학생부종합,기회균형특별전형(사회통합),경제학부,8,7.38:1,1,1.61,2.00,
서울대,2024,학생부종합,기회균형특별전형(사회통합),교육학과*,1,18.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),국어교육과*,1,10.00:1,1,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),농경제사회학부*,2,6.50:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),독어교육과*,1,9.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),물리교육과*,1,8.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),불어교육과*,1,6.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),사회교육과*,1,11.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),사회복지학과*,1,11.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),사회학과*,1,15.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),생물교육과*,1,11.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),소비자아동학부(소비자학전공)*,1,9.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),소비자아동학부(아동가족학전공)*,1,8.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),수학교육과*,1,8.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),심리학과*,1,14.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),언론정보학과*,1,11.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),역사교육과*,1,9.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),영어교육과*,1,8.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),윤리교육과*,1,11.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),의류학과*,1,13.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),인문계열,14,10.57:1,0,2.54,2.79,
서울대,2024,학생부종합,기회균형특별전형(사회통합),자유전공학부,6,7.83:1,0,1.25,1.42,
서울대,2024,학생부종합,기회균형특별전형(사회통합),정치외교학부,4,12.00:1,0,1.31,1.31,
서울대,2024,학생부종합,기회균형특별전형(사회통합),지구과학교육과*,1,6.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),지리교육과*,1,13.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),지리학과*,1,8.00:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),체육교육과*,2,14.50:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),통계학과*,2,9.50:1,0,-,-,
서울대,2024,학생부종합,기회균형특별전형(사회통합),화학교육과*,1,8.00:1,0,-,-,
서울대,2024,학생부종합,일반전형,경영대학,47,6.96:1,0,1.68,1.95,
서울대,2024,학생부종합,일반전형,경제학부,60,5.60:1,1,1.91,2.32,
서울대,2024,학생부종합,일반전형,고고미술사학과,9,11.11:1,0,2.51,2.94,
서울대,2024,학생부종합,일반전형,교육학과,11,12.73:1,2,1.38,1.49,
서울대,2024,학생부종합,일반전형,국어교육과,9,12.33:1,1,1.44,1.51,
서울대,2024,학생부종합,일반전형,국어국문학과,9,12.11:1,0,1.75,2.35,
서울대,2024,학생부종합,일반전형,노어노문학과,9,8.22:1,1,1.96,2.56,
서울대,2024,학생부종합,일반전형,농경제사회학부,15,11.53:1,0,2.57,2.98,
서울대,2024,학생부종합,일반전형,독어교육과,10,6.80:1,0,2.41,2.43,
서울대,2024,학생부종합,일반전형,독어독문학과,9,7.33:1,0,2.16,2.49,
서울대,2024,학생부종합,일반전형,물리교육과,7,10.86:1,3,2.09,2.43,
서울대,2024,학생부종합,일반전형,미학과,9,12.00:1,0,2.07,2.43,
서울대,2024,학생부종합,일반전형,불어교육과,9,7.22:1,0,2.09,2.43,
서울대,2024,학생부종합,일반전형,불어불문학과,9,8.11:1,0,1.55,1.85,
서울대,2024,학생부종합,일반전형,사회교육과,6,12.00:1,0,1.93,2.46,
서울대,2024,학생부종합,일반전형,사회복지학과,7,14.57:1,0,1.53,2.01,
서울대,2024,학생부종합,일반전형,사회학과,10,17.30:1,0,1.75,2.17,
서울대,2024,학생부종합,일반전형,생물교육과,7,15.71:1,2,2.12,2.18,
서울대,2024,학생부종합,일반전형,서어서문학과,9,8.56:1,0,2.24,2.46,
서울대,2024,학생부종합,일반전형,소비자아동학부(소비자학전공),7,17.14:1,1,1.76,1.77,
서울대,2024,학생부종합,일반전형,소비자아동학부(아동가족학전공),10,14.30:1,0,1.72,1.91,
서울대,2024,학생부종합,일반전형,수학교육과,11,9.64:1,1,1.51,2.02,
서울대,2024,학생부종합,일반전형,심리학과,8,12.50:1,0,2.09,2.28,
서울대,2024,학생부종합,일반전형,아시아언어문명학부,9,11.11:1,0,1.82,1.96,
서울대,2024,학생부종합,일반전형,언론정보학과,13,9.54:1,0,1.61,1.87,
서울대,2024,학생부종합,일반전형,언어학과,9,10.00:1,0,1.85,2.03,
서울대,2024,학생부종합,일반전형,역사교육과,6,9.83:1,0,1.62,2.70,
서울대,2024,학생부종합,일반전형,역사학부,9,14.67:1,0,2.68,2.99,
서울대,2024,학생부종합,일반전형,영어교육과,12,8.67:1,0,1.78,1.83,
서울대,2024,학생부종합,일반전형,영어영문학과,9,12.56:1,0,2.24,2.29,
서울대,2024,학생부종합,일반전형,윤리교육과,9,12.22:1,0,1.53,1.68,
서울대,2024,학생부종합,일반전형,의류학과,12,9.08:1,0,2.02,2.04,
서울대,2024,학생부종합,일반전형,자유전공학부,48,8.85:1,0,1.90,2.21,
서울대,2024,학생부종합,일반전형,정치외교학부,25,12.00:1,0,1.71,1.82,
서울대,2024,학생부종합,일반전형,종교학과,9,11.67:1,0,2.60,2.79,
서울대,2024,학생부종합,일반전형,중어중문학과,9,8.78:1,0,1.76,1.82,
서울대,2024,학생부종합,일반전형,지구과학교육과,9,9.22:1,1,1.78,1.83,
서울대,2024,학생부종합,일반전형,지리교육과,6,10.17:1,0,1.69,1.81,
서울대,2024,학생부종합,일반전형,지리학과,9,10.89:1,0,2.39,2.50,
서울대,2024,학생부종합,일반전형,철학과,9,20.78:1,0,1.89,2.13,
서울대,2024,학생부종합,일반전형,체육교육과,4,33.25:1,0,1.04,1.04,
서울대,2024,학생부종합,일반전형,통계학과,12,8.08:1,0,1.56,1.71,
서울대,2024,학생부종합,일반전형,화학교육과,7,11.71:1,0,1.99,2.16,
서울대,2024,학생부종합,지역균형전형,경영대학,26,2.42:1,0,1.12,1.18,
서울대,2024,학생부종합,지역균형전형,경제학부,12,2.33:1,0,1.09,1.18,
서울대,2024,학생부종합,지역균형전형,국어교육과,5,3.40:1,1,1.03,1.18,
서울대,2024,학생부종합,지역균형전형,농경제사회학부,11,4.09:1,0,1.39,1.42,
서울대,2024,학생부종합,지역균형전형,독어교육과,4,4.50:1,0,1.30,1.30,
서울대,2024,학생부종합,지역균형전형,물리교육과*,3,3.67:1,2,-,-,
서울대,2024,학생부종합,지역균형전형,불어교육과,5,2.40:1,0,1.32,1.32,
서울대,2024,학생부종합,지역균형전형,사회교육과,5,4.40:1,0,1.12,1.13,
서울대,2024,학생부종합,지역균형전형,사회복지학과,6,3.00:1,0,1.32,1.39,
서울대,2024,학생부종합,지역균형전형,사회학과,6,4.33:1,0,1.03,1.07,
서울대,2024,학생부종합,지역균형전형,생물교육과*,5,4.80:1,3,-,-,
서울대,2024,학생부종합,지역균형전형,소비자아동학부(소비자학전공),6,5.83:1,0,1.29,1.35,
서울대,2024,학생부종합,지역균형전형,소비자아동학부(아동가족학전공),5,2.60:1,2,1.15,1.15,
서울대,2024,학생부종합,지역균형전형,수학교육과,4,4.50:1,0,1.22,1.22,
서울대,2024,학생부종합,지역균형전형,심리학과,6,2.50:1,0,1.27,1.30,
서울대,2024,학생부종합,지역균형전형,역사교육과,5,3.00:1,0,1.13,1.31,
서울대,2024,학생부종합,지역균형전형,역사학부,9,2.33:1,1,1.35,1.46,
서울대,2024,학생부종합,지역균형전형,영어교육과,4,3.25:1,1,1.02,1.02,
서울대,2024,학생부종합,지역균형전형,윤리교육과*,3,6.33:1,1,-,-,
서울대,2024,학생부종합,지역균형전형,의류학과,9,2.44:1,0,1.48,1.60,
서울대,2024,학생부종합,지역균형전형,인문계열,27,4.81:1,3,1.20,1.31,
서울대,2024,학생부종합,지역균형전형,자유전공학부,20,4.15:1,7,1.24,1.28,
서울대,2024,학생부종합,지역균형전형,정치외교학부,17,3.35:1,2,1.12,1.13,
서울대,2024,학생부종합,지역균형전형,지구과학교육과*,3,4.33:1,1,-,-,
서울대,2024,학생부종합,지역균형전형,지리교육과,5,3.80:1,1,1.20,1.30,
서울대,2024,학생부종합,지역균형전형,지리학과,6,2.17:1,1,1.26,1.42,
서울대,2024,학생부종합,지역균형전형,체육교육과*,2,6.00:1,0,-,-,
